;Codigo Municipio;Nombre;Clase;CodProv
6446;43090;MONTMELL (EL);0;43
6447;43091;MONT-RAL;0;43
6448;43092;MONT-ROIG DEL CAMP;60;43
6449;43093;MORA D'EBRE;0;43
6450;43094;MORA LA NOVA;11;43
6451;43095;MORELL (EL);4;43
6452;43096;MORERA DE MONTSANT (LA);0;43
6453;43097;NOU DE GAIA (LA);0;43
6454;43098;NULLES;0;43
6455;43100;PALLARESOS (ELS);4;43
6456;43099;PALMA D'EBRE (LA);0;43
6457;43101;PASSANANT;0;43
6458;43102;PAULS;0;43
6459;43103;PERAFORT;4;43
6460;43104;PERELLO (EL);39;43
6461;43105;PILES (LES);0;43
6462;43106;PINELL DE BRAI (EL);0;43
6463;43107;PIRA;0;43
6464;43108;PLA DE SANTA MARIA (EL);11;43
6465;43109;POBLA DE MAFUMET (LA);0;43
6466;43110;POBLA DE MASSALUCA (LA);0;43
6467;43111;POBLA DE MONTORNES (LA);14;43
6468;43112;POBOLEDA;0;43
6469;43113;PONT D'ARMENTERA (EL);0;43
6470;43141;PONTILS;0;43
6471;43114;PORRERA;0;43
6472;43115;PRADELL DE LA TEIXETA;0;43
6473;43116;PRADES;4;43
6474;43117;PRAT DE COMTE;4;43
6475;43118;PRATDIP;0;43
6476;43119;PUIGPELAT;4;43
6477;43120;QUEROL;0;43
6478;43121;RASQUERA;0;43
6479;43122;RENAU;0;43
6480;43123;REUS;49;43
6481;43124;RIBA (LA);0;43
6482;43125;RIBA-ROJA D'EBRE;0;43
6483;43126;RIERA DE GAIA (LA);0;43
6484;43127;RIUDECANYES;4;43
6485;43128;RIUDECOLS;0;43
6486;43129;RIUDOMS;0;43
6487;43130;ROCAFORT DE QUERALT;0;43
6488;43131;RODA DE BARA;25;43
6489;43132;RODONYA;0;43
6490;43133;ROQUETES;0;43
6491;43134;ROURELL (EL);0;43
6492;43135;SALOMO;0;43
6493;43905;SALOU;210;43
6494;43136;SANT CARLES DE LA RAPITA;84;43
6495;43137;SANT JAUME DELS DOMENYS;7;43
6496;43902;SANT JAUME D'ENVEJA;4;43
6497;43138;SANTA BARBARA;7;43
6498;43139;SANTA COLOMA DE QUERALT;0;43
6499;43140;SANTA OLIVA;0;43
6500;43142;SARRAL;0;43
6501;43143;SAVALLA DEL COMTAT;0;43
6502;43144;SECUITA (LA);0;43
6503;43145;SELVA DEL CAMP (LA);7;43
6504;43146;SENAN;0;43
6505;43044;SENIA (LA);11;43
6506;43147;SOLIVELLA;0;43
6507;43148;TARRAGONA;371;43
6508;43149;TIVENYS;0;43
6509;43150;TIVISSA;0;43
6510;43151;TORRE DE FONTAUBELLA (LA);0;43
6511;43152;TORRE DE L'ESPANYOL (LA);0;43
6512;43153;TORREDEMBARRA;35;43
6513;43154;TORROJA DEL PRIORAT;0;43
6514;43155;TORTOSA;25;43
6515;43156;ULLDECONA;25;43
6516;43157;ULLDEMOLINS;0;43
6517;43158;VALLCLARA;0;43
6518;43159;VALLFOGONA DE RIUCORB;0;43
6519;43160;VALLMOLL;0;43
6520;43161;VALLS;14;43
6521;43162;VANDELLOS I L'HOSPITALET DE L'INFANT;46;43
6522;43163;VENDRELL (EL);60;43
6523;43164;VESPELLA DE GAIA;4;43
6524;43165;VILABELLA;0;43
6525;43175;VILALBA DELS ARCS;0;43
6526;43166;VILALLONGA DEL CAMP;0;43
6527;43168;VILANOVA DE PRADES;0;43
6528;43167;VILANOVA D'ESCORNALBOU;0;43
6529;43169;VILAPLANA;0;43
6530;43170;VILA-RODONA;0;43
6531;43171;VILA-SECA;74;43
6532;43172;VILAVERD;0;43
6533;43173;VILELLA ALTA (LA);0;43
6534;43174;VILELLA BAIXA (LA);0;43
6535;43176;VIMBODI;0;43
6536;43177;VINEBRE;0;43
6537;43178;VINYOLS I ELS ARCS;4;43
6538;43052;XERTA;0;43
6539;44001;ABABUJ;0;44
6540;44002;ABEJUELA;7;44
6541;44003;AGUATON;0;44
6542;44004;AGUAVIVA;56;44
6543;44005;AGUILAR DEL ALFAMBRA;4;44
6544;44006;ALACON;4;44
6545;44007;ALBA;7;44
6546;44008;ALBALATE DEL ARZOBISPO;137;44
6547;44009;ALBARRACIN;67;44
6548;44010;ALBENTOSA;77;44
6549;44011;ALCAINE;0;44
6550;44012;ALCALA DE LA SELVA;88;44
6551;44013;ALCAÑIZ;1348;44
6552;44014;ALCORISA;270;44
6553;44016;ALFAMBRA;32;44
6554;44017;ALIAGA;4;44
6555;44021;ALLEPUZ;0;44
6556;44022;ALLOZA;42;44
6557;44023;ALLUEVA;0;44
6558;44018;ALMOHAJA;0;44
6559;44019;ALOBRAS;0;44
6560;44020;ALPEÑES;0;44
6561;44024;ANADON;0;44
6562;44025;ANDORRA;480;44
6563;44026;ARCOS DE LAS SALINAS;11;44
6564;44027;ARENS DE LLEDO;18;44
6565;44028;ARGENTE;0;44
6566;44029;ARIÑO;67;44
6567;44031;AZAILA;14;44
6568;44032;BADENAS;0;44
6569;44033;BAGUENA;18;44
6570;44034;BAÑON;7;44
6571;44035;BARRACHINA;4;44
6572;44036;BEA;0;44
6573;44037;BECEITE;28;44
6574;44039;BELLO;7;44
6575;44038;BELMONTE SAN JOSE;4;44
6576;44040;BERGE;7;44
6577;44041;BEZAS;0;44
6578;44042;BLANCAS;14;44
6579;44043;BLESA;14;44
6580;44044;BORDON;4;44
6581;44045;BRONCHALES;28;44
6582;44046;BUEÑA;4;44
6583;44047;BURBAGUENA;14;44
6584;44048;CABRA DE MORA;0;44
6585;44049;CALACEITE;56;44
6586;44050;CALAMOCHA;263;44
6587;44051;CALANDA;263;44
6588;44052;CALOMARDE;4;44
6589;44053;CAMAÑAS;0;44
6590;44054;CAMARENA DE LA SIERRA;4;44
6591;44055;CAMARILLAS;0;44
6592;44056;CAMINREAL;70;44
6593;44059;CANTAVIEJA;21;44
6594;44060;CAÑADA DE BENATANDUZ;18;44
6595;44061;CAÑADA DE VERICH (LA);4;44
6596;44062;CAÑADA VELLIDA;7;44
6597;44063;CAÑIZAR DEL OLIVAR;0;44
6598;44064;CASCANTE DEL RIO;0;44
6599;44065;CASTEJON DE TORNOS;4;44
6600;44066;CASTEL DE CABRA;11;44
6601;44070;CASTELLAR (EL);0;44
6602;44071;CASTELLOTE;39;44
6603;44067;CASTELNOU;4;44
6604;44068;CASTELSERAS;28;44
6605;44074;CEDRILLAS;7;44
6606;44075;CELADAS;28;44
6607;44076;CELLA;91;44
6608;44077;CEROLLERA (LA);0;44
6609;44080;CODOÑERA (LA);4;44
6610;44082;CORBALAN;0;44
6611;44084;CORTES DE ARAGON;7;44
6612;44085;COSA;0;44
6613;44086;CRETAS;18;44
6614;44087;CRIVILLEN;11;44
6615;44088;CUBA (LA);0;44
6616;44089;CUBLA;0;44
6617;44090;CUCALON;11;44
6618;44092;CUERVO (EL);4;44
6619;44093;CUEVAS DE ALMUDEN;4;44
6620;44094;CUEVAS LABRADAS;14;44
6621;44096;EJULVE;7;44
6622;44097;ESCORIHUELA;4;44
6623;44099;ESCUCHA;105;44
6624;44100;ESTERCUEL;11;44
6625;44101;FERRERUELA DE HUERVA;25;44
6626;44102;FONFRIA;0;44
6627;44103;FORMICHE ALTO;18;44
6628;44105;FORNOLES;4;44
6629;44106;FORTANETE;7;44
6630;44107;FOZ-CALANDA;14;44
6631;44108;FRESNEDA (LA);49;44
6632;44109;FRIAS DE ALBARRACIN;4;44
6633;44110;FUENFERRADA;0;44
6634;44111;FUENTES-CALIENTES;7;44
6635;44112;FUENTES-CLARAS;32;44
6636;44113;FUENTES DE RUBIELOS;18;44
6637;44114;FUENTESPALDA;14;44
6638;44115;GALVE;0;44
6639;44116;GARGALLO;14;44
6640;44117;GEA DE ALBARRACIN;11;44
6641;44118;GINEBROSA (LA);4;44
6642;44119;GRIEGOS;0;44
6643;44120;GUADALAVIAR;0;44
6644;44121;GUDAR;0;44
6645;44122;HIJAR;84;44
6646;44123;HINOJOSA DE JARQUE;0;44
6647;44124;HOZ DE LA VIEJA (LA);0;44
6648;44125;HUESA DEL COMUN;0;44
6649;44126;IGLESUELA DEL CID (LA);21;44
6650;44127;JABALOYAS;4;44
6651;44128;JARQUE DE LA VAL;7;44
6652;44129;JATIEL;0;44
6653;44130;JORCAS;0;44
6654;44131;JOSA;0;44
6655;44132;LAGUERUELA;4;44
6656;44133;LANZUELA;0;44
6657;44135;LIBROS;18;44
6658;44136;LIDON;0;44
6659;44137;LINARES DE MORA;0;44
6660;44141;LLEDO;11;44
6661;44138;LOSCOS;4;44
6662;44142;MAICAS;0;44
6663;44143;MANZANERA;28;44
6664;44144;MARTIN DEL RIO;4;44
6665;44145;MAS DE LAS MATAS;35;44
6666;44146;MATA DE LOS OLMOS (LA);14;44
6667;44147;MAZALEON;14;44
6668;44148;MEZQUITA DE JARQUE;7;44
6669;44149;MIRAMBEL;4;44
6670;44150;MIRAVETE DE LA SIERRA;0;44
6671;44151;MOLINOS;4;44
6672;44152;MONFORTE DE MOYUELA;14;44
6673;44153;MONREAL DEL CAMPO;179;44
6674;44154;MONROYO;39;44
6675;44155;MONTALBAN;112;44
6676;44156;MONTEAGUDO DEL CASTILLO;0;44
6677;44157;MONTERDE DE ALBARRACIN;7;44
6678;44158;MORA DE RUBIELOS;70;44
6679;44159;MOSCARDON;0;44
6680;44160;MOSQUERUELA;74;44
6681;44161;MUNIESA;42;44
6682;44163;NOGUERA;7;44
6683;44164;NOGUERAS;4;44
6684;44165;NOGUERUELAS;4;44
6685;44167;OBON;4;44
6686;44168;ODON;11;44
6687;44169;OJOS NEGROS;7;44
6688;44171;OLBA;14;44
6689;44172;OLIETE;14;44
6690;44173;OLMOS (LOS);7;44
6691;44174;ORIHUELA DEL TREMEDAL;18;44
6692;44175;ORRIOS;0;44
6693;44176;PALOMAR DE ARROYOS;0;44
6694;44177;PANCRUDO;0;44
6695;44178;PARRAS DE CASTELLOTE (LAS);11;44
6696;44179;PEÑARROYA DE TASTAVINS;4;44
6697;44180;PERACENSE;0;44
6698;44181;PERALEJOS;0;44
6699;44182;PERALES DEL ALFAMBRA;4;44
6700;44183;PITARQUE;7;44
6701;44184;PLOU;0;44
6702;44185;POBO (EL);11;44
6703;44187;PORTELLADA (LA);4;44
6704;44189;POZONDON;0;44
6705;44190;POZUEL DEL CAMPO;4;44
6706;44191;PUEBLA DE HIJAR (LA);63;44
6707;44192;PUEBLA DE VALVERDE (LA);105;44
6708;44193;PUERTOMINGALVO;18;44
6709;44194;RAFALES;4;44
6710;44195;RILLO;0;44
6711;44196;RIODEVA;7;44
6712;44197;RODENAS;0;44
6713;44198;ROYUELA;4;44
6714;44199;RUBIALES;0;44
6715;44200;RUBIELOS DE LA CERIDA;0;44
6716;44201;RUBIELOS DE MORA;67;44
6717;44203;SALCEDILLO;0;44
6718;44204;SALDON;0;44
6719;44205;SAMPER DE CALANDA;21;44
6720;44206;SAN AGUSTIN;25;44
6721;44207;SAN MARTIN DEL RIO;4;44
6722;44208;SANTA CRUZ DE NOGUERAS;0;44
6723;44209;SANTA EULALIA;56;44
6724;44210;SARRION;91;44
6725;44211;SEGURA DE LOS BAÑOS;0;44
6726;44212;SENO;7;44
6727;44213;SINGRA;7;44
6728;44215;TERRIENTE;0;44
6729;44216;TERUEL;214;44
6730;44217;TORIL Y MASEGOSO;4;44
6731;44218;TORMON;0;44
6732;44219;TORNOS;7;44
6733;44220;TORRALBA DE LOS SISONES;4;44
6734;44223;TORRE DE ARCAS;0;44
6735;44224;TORRE DE LAS ARCAS;4;44
6736;44225;TORRE DEL COMPTE;18;44
6737;44227;TORRE LOS NEGROS;0;44
6738;44221;TORRECILLA DE ALCAÑIZ;21;44
6739;44222;TORRECILLA DEL REBOLLAR;0;44
6740;44226;TORRELACARCEL;11;44
6741;44228;TORREMOCHA DE JILOCA;7;44
6742;44229;TORRES DE ALBARRACIN;0;44
6743;44230;TORREVELILLA;4;44
6744;44231;TORRIJAS;4;44
6745;44232;TORRIJO DEL CAMPO;11;44
6746;44234;TRAMACASTIEL;0;44
6747;44235;TRAMACASTILLA;4;44
6748;44236;TRONCHON;0;44
6749;44237;URREA DE GAEN;4;44
6750;44238;UTRILLAS;287;44
6751;44239;VALACLOCHE;0;44
6752;44240;VALBONA;7;44
6753;44241;VALDEALGORFA;28;44
6754;44243;VALDECUENCA;4;44
6755;44244;VALDELINARES;18;44
6756;44245;VALDELTORMO;11;44
6757;44246;VALDERROBRES;158;44
6758;44247;VALJUNQUERA;25;44
6759;44249;VALLECILLO (EL);0;44
6760;44250;VEGUILLAS DE LA SIERRA;0;44
6761;44251;VILLAFRANCA DEL CAMPO;60;44
6762;44252;VILLAHERMOSA DEL CAMPO;4;44
6763;44256;VILLANUEVA DEL REBOLLAR DE LA SIERR;0;44
6764;44257;VILLAR DEL COBO;4;44
6765;44258;VILLAR DEL SALZ;0;44
6766;44260;VILLARLUENGO;7;44
6767;44261;VILLARQUEMADO;25;44
6768;44262;VILLARROYA DE LOS PINARES;4;44
6769;44263;VILLASTAR;11;44
6770;44264;VILLEL;7;44
6771;44265;VINACEITE;11;44
6772;44266;VISIEDO;0;44
6773;44267;VIVEL DEL RIO MARTIN;14;44
6774;44268;ZOMA LA;0;44
6775;45001;AJOFRIN;172;45
6776;45002;ALAMEDA DE LA SAGRA;343;45
6777;45003;ALBARREAL DE TAJO;119;45
6778;45004;ALCABON;172;45
6779;45005;ALCAÑIZO;28;45
6780;45006;ALCAUDETE DE LA JARA;224;45
6781;45007;ALCOLEA DE TAJO;109;45
6782;45008;ALDEANCABO DE ESCALONA;4;45
6783;45009;ALDEANUEVA DE BARBARROYA;35;45
6784;45010;ALDEANUEVA DE SAN BARTOLOME;14;45
6785;45011;ALMENDRAL DE LA CAÑADA;0;45
6786;45012;ALMONACID DE TOLEDO;147;45
6787;45013;ALMOROX;175;45
6788;45014;AÑOVER DE TAJO;546;45
6789;45015;ARCICOLLAR;144;45
6790;45016;ARGES;532;45
6791;45017;AZUTAN;18;45
6792;45018;BARCIENCE;158;45
6793;45019;BARGAS;984;45
6794;45020;BELVIS DE LA JARA;95;45
6795;45021;BOROX;739;45
6796;45022;BUENAVENTURA;21;45
6797;45023;BURGUILLOS DE TOLEDO;270;45
6798;45024;BURUJON;105;45
6799;45025;CABAÑAS DE LA SAGRA;273;45
6800;45026;CABAÑAS DE YEPES;18;45
6801;45027;CABEZAMESADA;53;45
6802;45028;CALERA Y CHOZAS;438;45
6803;45029;CALERUELA;4;45
6804;45030;CALZADA DE OROPESA;39;45
6805;45031;CAMARENA;354;45
6806;45032;CAMARENILLA;102;45
6807;45033;CAMPILLO DE LA JARA (EL);28;45
6808;45034;CAMUÑAS;270;45
6809;45035;CARDIEL DE LOS MONTES;91;45
6810;45036;CARMENA;102;45
6811;45037;CARPIO DE TAJO (EL);151;45
6812;45038;CARRANQUE;627;45
6813;45039;CARRICHES;56;45
6814;45040;CASAR DE ESCALONA (EL);725;45
6815;45041;CASARRUBIOS DEL MONTE;1379;45
6816;45042;CASASBUENAS;4;45
6817;45043;CASTILLO DE BAYUELA;74;45
6818;45045;CAZALEGAS;378;45
6819;45046;CEBOLLA;217;45
6820;45047;CEDILLO DEL CONDADO;602;45
6821;45048;CERRALBOS (LOS);84;45
6822;45049;CERVERA DE LOS MONTES;35;45
6823;45056;CHOZAS DE CANALES;567;45
6824;45057;CHUECA;7;45
6825;45050;CIRUELOS;74;45
6826;45051;COBEJA;231;45
6827;45052;COBISA;214;45
6828;45053;CONSUEGRA;924;45
6829;45054;CORRAL DE ALMAGUER;599;45
6830;45055;CUERVA;53;45
6831;45058;DOMINGO PEREZ;70;45
6832;45059;DOSBARRIOS;249;45
6833;45060;ERUSTES;28;45
6834;45061;ESCALONA;725;45
6835;45062;ESCALONILLA;189;45
6836;45063;ESPINOSO DEL REY;39;45
6837;45064;ESQUIVIAS;532;45
6838;45065;ESTRELLA (LA);18;45
6839;45066;FUENSALIDA;1180;45
6840;45067;GALVEZ;270;45
6841;45068;GARCIOTUM;14;45
6842;45069;GERINDOTE;476;45
6843;45070;GUADAMUR;210;45
6844;45071;GUARDIA (LA);312;45
6845;45072;HERENCIAS (LAS);35;45
6846;45073;HERRERUELA DE OROPESA;28;45
6847;45074;HINOJOSA DE SAN VICENTE;53;45
6848;45075;HONTANAR;14;45
6849;45076;HORMIGOS;137;45
6850;45077;HUECAS;130;45
6851;45078;HUERTA DE VALDECARABANOS;84;45
6852;45079;IGLESUELA (LA);32;45
6853;45080;ILLAN DE VACAS;4;45
6854;45081;ILLESCAS;4456;45
6855;45082;LAGARTERA;123;45
6856;45083;LAYOS;46;45
6857;45084;LILLO;287;45
6858;45085;LOMINCHAR;515;45
6859;45086;LUCILLOS;144;45
6860;45087;MADRIDEJOS;980;45
6861;45088;MAGAN;389;45
6862;45089;MALPICA DE TAJO;235;45
6863;45090;MANZANEQUE;49;45
6864;45091;MAQUEDA;137;45
6865;45092;MARJALIZA;53;45
6866;45093;MARRUPE;28;45
6867;45094;MASCARAQUE;84;45
6868;45095;MATA (LA);112;45
6869;45096;MAZARAMBROZ;154;45
6870;45097;MEJORADA;102;45
6871;45098;MENASALBAS;186;45
6872;45099;MENTRIDA;767;45
6873;45100;MESEGAR DE TAJO;39;45
6874;45101;MIGUEL ESTEBAN;301;45
6875;45102;MOCEJON;413;45
6876;45103;MOHEDAS DE LA JARA;18;45
6877;45104;MONTEARAGON;140;45
6878;45105;MONTESCLAROS;28;45
6879;45106;MORA;1008;45
6880;45107;NAMBROCA;592;45
6881;45108;NAVA DE RICOMALILLO (LA);28;45
6882;45109;NAVAHERMOSA;133;45
6883;45110;NAVALCAN;77;45
6884;45111;NAVALMORALEJO;4;45
6885;45112;NAVALMORALES (LOS);154;45
6886;45113;NAVALUCILLOS (LOS);95;45
6887;45114;NAVAMORCUENDE;56;45
6888;45115;NOBLEJAS;291;45
6889;45116;NOEZ;49;45
6890;45117;NOMBELA;105;45
6891;45118;NOVES;354;45
6892;45119;NUMANCIA DE LA SAGRA;725;45
6893;45120;NUÑO GOMEZ;7;45
6894;45121;OCAÑA;1894;45
6895;45122;OLIAS DEL REY;998;45
6896;45123;ONTIGOLA;893;45
6897;45124;ORGAZ;266;45
6898;45125;OROPESA;168;45
6899;45126;OTERO;105;45
6900;45127;PALOMEQUE;151;45
6901;45128;PANTOJA;312;45
6902;45129;PAREDES DE ESCALONA;25;45
6903;45130;PARRILLAS;7;45
6904;45131;PELAHUSTAN;25;45
6905;45132;PEPINO;245;45
6906;45133;POLAN;319;45
6907;45134;PORTILLO DE TOLEDO;231;45
6908;45135;PUEBLA DE ALMORADIEL (LA);424;45
6909;45136;PUEBLA DE MONTALBAN (LA);1047;45
6910;45137;PUEBLANUEVA (LA);252;45
6911;45138;PUENTE DEL ARZOBISPO (EL);91;45
6912;45139;PUERTO DE SAN VICENTE;0;45
6913;45140;PULGAR;105;45
6914;45141;QUERO;74;45
6915;45142;QUINTANAR DE LA ORDEN;1089;45
6916;45143;QUISMONDO;200;45
6917;45144;REAL DE SAN VICENTE (EL);112;45
6918;45145;RECAS;490;45
6919;45146;RETAMOSO;7;45
6920;45147;RIELVES;116;45
6921;45148;ROBLEDO DEL MAZO;11;45
6922;45149;ROMERAL (EL);56;45
6923;45150;SAN BARTOLOME DE LAS ABIERTAS;70;45
6924;45151;SAN MARTIN DE MONTALBAN;91;45
6925;45152;SAN MARTIN DE PUSA;95;45
6926;45153;SAN PABLO DE LOS MONTES;130;45
6927;45154;SAN ROMAN DE LOS MONTES;270;45
6928;45155;SANTA ANA DE PUSA;35;45
6929;45156;SANTA CRUZ DE LA ZARZA;242;45
6930;45157;SANTA CRUZ DEL RETAMAR;585;45
6931;45158;SANTA OLALLA;473;45
6932;45901;SANTO DOMINGO-CAUDILLA;161;45
6933;45159;SARTAJADA;0;45
6934;45160;SEGURILLA;77;45
6935;45161;SESEÑA;4561;45
6936;45162;SEVILLEJA DE LA JARA;49;45
6937;45163;SONSECA;1243;45
6938;45164;SOTILLO DE LAS PALOMAS;11;45
6939;45165;TALAVERA DE LA REINA;585;45
6940;45166;TEMBLEQUE;256;45
6941;45167;TOBOSO (EL);161;45
6942;45168;TOLEDO;1292;45
6943;45169;TORRALBA DE OROPESA;21;45
6944;45171;TORRE DE ESTEBAN HAMBRAN (LA);189;45
6945;45170;TORRECILLA DE LA JARA;11;45
6946;45172;TORRICO;42;45
6947;45173;TORRIJOS;2552;45
6948;45174;TOTANES;25;45
6949;45175;TURLEQUE;74;45
6950;45176;UGENA;490;45
6951;45177;URDA;207;45
6952;45179;VALDEVERDEJA;77;45
6953;45180;VALMOJADO;641;45
6954;45181;VELADA;165;45
6955;45182;VENTAS CON PEÑA AGUILERA (LAS);84;45
6956;45183;VENTAS DE RETAMOSA (LAS);497;45
6957;45184;VENTAS DE SAN JULIAN (LAS);32;45
6958;45186;VILLA DE DON FADRIQUE (LA);291;45
6959;45185;VILLACAÑAS;819;45
6960;45187;VILLAFRANCA DE LOS CABALLEROS;322;45
6961;45188;VILLALUENGA DE LA SAGRA;417;45
6962;45189;VILLAMIEL DE TOLEDO;144;45
6963;45190;VILLAMINAYA;42;45
6964;45191;VILLAMUELAS;53;45
6965;45192;VILLANUEVA DE ALCARDETE;182;45
6966;45193;VILLANUEVA DE BOGAS;84;45
6967;45194;VILLAREJO DE MONTALBAN;11;45
6968;45195;VILLARRUBIA DE SANTIAGO;294;45
6969;45196;VILLASECA DE LA SAGRA;130;45
6970;45197;VILLASEQUILLA;137;45
6971;45198;VILLATOBAS;200;45
6972;45199;VISO DE SAN JUAN (EL);1064;45
6973;45200;YEBENES (LOS);462;45
6974;45201;YELES;1404;45
6975;45202;YEPES;469;45
6976;45203;YUNCLER;581;45
6977;45204;YUNCLILLOS;123;45
6978;45205;YUNCOS;1988;45
6979;46001;ADEMUZ;151;46
6980;46002;ADOR;172;46
6981;46004;AGULLENT;196;46
6982;46042;AIELO DE MALFERIT;308;46
6983;46043;AYELO DE RUGAT;7;46
6984;46005;ALAQUAS;88;46
6985;46006;ALBAIDA;539;46
6986;46007;ALBAL;2569;46
6987;46008;ALBALAT DE LA RIBERA;368;46
6988;46009;ALBALAT DELS SORELLS;382;46
6989;46010;ALBALAT DELS TARONGERS;385;46
6990;46011;ALBERIC;1568;46
6991;46012;ALBORACHE;186;46
6992;46013;ALBORAYA;3280;46
6993;46014;ALBUIXECH;375;46
6994;46016;ALCANTERA DE XUQUER;217;46
6995;46015;ALCACER;942;46
6996;46018;ALCUBLAS;77;46
6997;46020;ALCUDIA DE CRESPINS (L');417;46
6998;46019;ALCUDIA (L');1327;46
6999;46021;ALDAIA;4316;46
7000;46022;ALFAFAR;3983;46
7001;46024;ALFARA DE ALGIMIA;102;46
7002;46025;ALFARA DEL PATRIARCA;410;46
7003;46026;ALFARP;298;46
7004;46027;ALFARRASI;98;46
7005;46023;ALFAUIR;42;46
7006;46028;ALGAR DE PALANCIA;70;46
7007;46029;ALGEMESI;224;46
7008;46030;ALGIMIA DE ALFARA;137;46
7009;46031;ALGINET;2090;46
7010;46032;ALMASSERA;609;46
7011;46033;ALMISERA;11;46
7012;46034;ALMOINES;231;46
7013;46035;ALMUSSAFES;1264;46
7014;46036;ALPUENTE;25;46
7015;46037;ALQUERIA DE LA CONDESA;361;46
7016;46017;ALZIRA;536;46
7017;46038;ANDILLA;60;46
7018;46039;ANNA;172;46
7019;46040;ANTELLA;217;46
7020;46041;ARAS DE ALPUENTE;39;46
7021;46003;ATZENETA D'ALBAIDA;70;46
7022;46044;AYORA;399;46
7023;46046;BARX;116;46
7024;46045;BARXETA;84;46
7025;46047;BELGIDA;56;46
7026;46048;BELLREGUARD;525;46
7027;46049;BELLUS;18;46
7028;46050;BENAGEBER;21;46
7029;46051;BENAGUASIL;784;46
7030;46052;BENAVITES;84;46
7031;46053;BENEIXIDA;98;46
7032;46054;BENETUSSER;1838;46
7033;46055;BENIARJO;175;46
7034;46056;BENIATJAR;7;46
7035;46057;BENICOLET;74;46
7036;46904;BENICULL DE XUQUER;95;46
7037;46060;BENIFAIO;1771;46
7038;46059;BENIFAIRO DE LA VALLDIGNA;210;46
7039;46058;BENIFAIRO DE LES VALLS;161;46
7040;46061;BENIFLA;70;46
7041;46062;BENIGANIM;487;46
7042;46063;BENIMODO;259;46
7043;46064;BENIMUSLEM;151;46
7044;46065;BENIPARRELL;473;46
7045;46066;BENIRREDRA;4;46
7046;46067;BENISANO;109;46
7047;46068;BENISODA;49;46
7048;46069;BENISUERA;7;46
7049;46070;BETERA;3080;46
7050;46071;BICORP;18;46
7051;46072;BOCAIRENT;231;46
7052;46073;BOLBAITE;53;46
7053;46074;BONREPOS I MIRAMBELL;200;46
7054;46075;BUFALI;4;46
7055;46076;BUGARRA;63;46
7056;46077;BUÑOL;1645;46
7057;46078;BURJASSOT;263;46
7058;46079;CALLES;28;46
7059;46080;CAMPORROBLES;74;46
7060;46081;CANALS;1460;46
7061;46082;CANET D'EN BERENGUER;882;46
7062;46083;CARCAIXENT;3672;46
7063;46084;CARCER;224;46
7064;46085;CARLET;2006;46
7065;46086;CARRICOLA;0;46
7066;46087;CASAS ALTAS;4;46
7067;46088;CASAS BAJAS;0;46
7068;46089;CASINOS;235;46
7069;46090;CASTELLO DE RUGAT;189;46
7070;46091;CASTELLONET DE LA CONQUESTA;14;46
7071;46092;CASTIELFABIB;11;46
7072;46093;CATADAU;399;46
7073;46094;CATARROJA;3962;46
7074;46095;CAUDETE DE LAS FUENTES;158;46
7075;46096;CERDA;60;46
7076;46107;CHELLA;196;46
7077;46106;CHELVA;144;46
7078;46108;CHERA;70;46
7079;46109;CHESTE;1911;46
7080;46111;CHIVA;2471;46
7081;46112;CHULILLA;84;46
7082;46097;COFRENTES;63;46
7083;46098;CORBERA;910;46
7084;46099;CORTES DE PALLAS;60;46
7085;46100;COTES;53;46
7086;46105;CULLERA;6027;46
7087;46113;DAIMUS;473;46
7088;46114;DOMEÑO;84;46
7089;46115;DOS AGUAS;42;46
7090;46116;ELIANA (L');2079;46
7091;46117;EMPERADOR;32;46
7092;46118;ENGUERA;277;46
7093;46119;ENOVA (L');102;46
7094;46120;ESTIVELLA;280;46
7095;46121;ESTUBENY;46;46
7096;46122;FAURA;277;46
7097;46123;FAVARA;273;46
7098;46126;FOIOS;714;46
7099;46128;FONT DE LA FIGUERA (LA);291;46
7100;46127;FONT D'EN CARROS (LA);308;46
7101;46124;FONTANARS DELS ALFORINS;53;46
7102;46125;FORTALENY;98;46
7103;46129;FUENTERROBLES;53;46
7104;46131;GANDIA;1729;46
7105;46902;GATOVA;25;46
7106;46130;GAVARDA;123;46
7107;46132;GENOVES;252;46
7108;46133;GESTALGAR;70;46
7109;46134;GILET;343;46
7110;46135;GODELLA;455;46
7111;46136;GODELLETA;508;46
7112;46137;GRANJA DE LA COSTERA (LA);4;46
7113;46138;GUADASEQUIES;11;46
7114;46139;GUADASSUAR;623;46
7115;46140;GUARDAMAR;70;46
7116;46141;HIGUERUELAS;32;46
7117;46142;JALANCE;11;46
7118;46144;JARAFUEL;28;46
7119;46154;LLANERA DE RANES;158;46
7120;46155;LLAURI;182;46
7121;46147;LLIRIA;3171;46
7122;46152;LUGAR NUEVO DE LA CORONA;25;46
7123;46153;LLOCNOU DE SANT JERONI;32;46
7124;46151;LUGAR NUEVO DE FENOLLET;56;46
7125;46156;LLOMBAI;364;46
7126;46157;LLOSA DE RANES;203;46
7127;46150;LLUTXENT;109;46
7128;46148;LORIGUILLA;130;46
7129;46149;LOSA DEL OBISPO;39;46
7130;46158;MACASTRE;133;46
7131;46159;MANISES;868;46
7132;46160;MANUEL;179;46
7133;46161;MARINES;95;46
7134;46162;MASALAVES;350;46
7135;46163;MASSALFASSAR;616;46
